name	path	assignment
haplotype2_unused_utig4-1145	utig4-1145+	HAPLOTYPE2
haplotype2_unused_utig4-1146	utig4-1146+	HAPLOTYPE2
haplotype2_unused_utig4-1147	utig4-1147+	HAPLOTYPE2
haplotype2_unused_utig4-1280	utig4-1280+	HAPLOTYPE2
haplotype2_unused_utig4-1354	utig4-1354+	HAPLOTYPE2
haplotype2_unused_utig4-1355	utig4-1355+	HAPLOTYPE2
haplotype2_unused_utig4-1356	utig4-1356+	HAPLOTYPE2
haplotype2_unused_utig4-1452	utig4-1452+	HAPLOTYPE2
haplotype2_unused_utig4-1453	utig4-1453+	HAPLOTYPE2
haplotype2_unused_utig4-1455	utig4-1455+	HAPLOTYPE2
haplotype2_unused_utig4-1456	utig4-1456+	HAPLOTYPE2
haplotype2_unused_utig4-1457	utig4-1457+	HAPLOTYPE2
haplotype2_unused_utig4-1458	utig4-1458+	HAPLOTYPE2
haplotype2_unused_utig4-1459	utig4-1459+	HAPLOTYPE2
haplotype2_unused_utig4-1460	utig4-1460+	HAPLOTYPE2
haplotype2_unused_utig4-1461	utig4-1461+	HAPLOTYPE2
haplotype2_unused_utig4-1463	utig4-1463+	HAPLOTYPE2
haplotype2_unused_utig4-1465	utig4-1465+	HAPLOTYPE2
haplotype2_unused_utig4-153	utig4-153+	HAPLOTYPE2
haplotype2_unused_utig4-154	utig4-154+	HAPLOTYPE2
haplotype2_unused_utig4-155	utig4-155+	HAPLOTYPE2
haplotype2_unused_utig4-156	utig4-156+	HAPLOTYPE2
haplotype2_unused_utig4-266	utig4-266+	HAPLOTYPE2
haplotype2_unused_utig4-321	utig4-321+	HAPLOTYPE2
haplotype2_unused_utig4-322	utig4-322+	HAPLOTYPE2
haplotype2_unused_utig4-337	utig4-337+	HAPLOTYPE2
haplotype2_unused_utig4-346	utig4-346+	HAPLOTYPE2
haplotype2_unused_utig4-347	utig4-347+	HAPLOTYPE2
haplotype2_unused_utig4-394	utig4-394+	HAPLOTYPE2
haplotype2_unused_utig4-403	utig4-403+	HAPLOTYPE2
haplotype2_unused_utig4-404	utig4-404+	HAPLOTYPE2
haplotype2_unused_utig4-41	utig4-41+	HAPLOTYPE2
haplotype2_unused_utig4-42	utig4-42+	HAPLOTYPE2
haplotype2_unused_utig4-43	utig4-43+	HAPLOTYPE2
haplotype2_unused_utig4-464	utig4-464+	HAPLOTYPE2
haplotype2_unused_utig4-465	utig4-465+	HAPLOTYPE2
haplotype2_unused_utig4-466	utig4-466+	HAPLOTYPE2
haplotype2_unused_utig4-467	utig4-467+	HAPLOTYPE2
haplotype2_unused_utig4-471	utig4-471+	HAPLOTYPE2
haplotype2_unused_utig4-547	utig4-547+	HAPLOTYPE2
haplotype2_unused_utig4-548	utig4-548+	HAPLOTYPE2
haplotype2_unused_utig4-549	utig4-549+	HAPLOTYPE2
haplotype2_unused_utig4-550	utig4-550+	HAPLOTYPE2
haplotype2_unused_utig4-551	utig4-551+	HAPLOTYPE2
haplotype2_unused_utig4-578	utig4-578+	HAPLOTYPE2
haplotype2_unused_utig4-579	utig4-579+	HAPLOTYPE2
haplotype2_unused_utig4-583	utig4-583+	HAPLOTYPE2
haplotype2_unused_utig4-584	utig4-584+	HAPLOTYPE2
haplotype2_unused_utig4-585	utig4-585+	HAPLOTYPE2
haplotype2_unused_utig4-586	utig4-586+	HAPLOTYPE2
haplotype2_unused_utig4-587	utig4-587+	HAPLOTYPE2
haplotype2_unused_utig4-614	utig4-614+	HAPLOTYPE2
haplotype2_unused_utig4-620	utig4-620+	HAPLOTYPE2
haplotype2_unused_utig4-621	utig4-621+	HAPLOTYPE2
haplotype2_unused_utig4-644	utig4-644+	HAPLOTYPE2
haplotype2_unused_utig4-645	utig4-645+	HAPLOTYPE2
haplotype2_unused_utig4-646	utig4-646+	HAPLOTYPE2
haplotype2_unused_utig4-647	utig4-647+	HAPLOTYPE2
haplotype2_unused_utig4-648	utig4-648+	HAPLOTYPE2
haplotype2_unused_utig4-649	utig4-649+	HAPLOTYPE2
haplotype2_unused_utig4-650	utig4-650+	HAPLOTYPE2
haplotype2_unused_utig4-651	utig4-651+	HAPLOTYPE2
haplotype2_unused_utig4-66	utig4-66+	HAPLOTYPE2
haplotype2_unused_utig4-67	utig4-67+	HAPLOTYPE2
haplotype2_unused_utig4-672	utig4-672+	HAPLOTYPE2
haplotype2_unused_utig4-673	utig4-673+	HAPLOTYPE2
haplotype2_unused_utig4-674	utig4-674+	HAPLOTYPE2
haplotype2_unused_utig4-675	utig4-675+	HAPLOTYPE2
haplotype2_unused_utig4-676	utig4-676+	HAPLOTYPE2
haplotype2_unused_utig4-677	utig4-677+	HAPLOTYPE2
haplotype2_unused_utig4-678	utig4-678+	HAPLOTYPE2
haplotype2_unused_utig4-679	utig4-679+	HAPLOTYPE2
haplotype2_unused_utig4-680	utig4-680+	HAPLOTYPE2
haplotype2_unused_utig4-681	utig4-681+	HAPLOTYPE2
haplotype2_unused_utig4-682	utig4-682+	HAPLOTYPE2
haplotype2_unused_utig4-683	utig4-683+	HAPLOTYPE2
haplotype2_unused_utig4-684	utig4-684+	HAPLOTYPE2
haplotype2_unused_utig4-685	utig4-685+	HAPLOTYPE2
haplotype2_unused_utig4-686	utig4-686+	HAPLOTYPE2
haplotype2_unused_utig4-687	utig4-687+	HAPLOTYPE2
haplotype2_unused_utig4-688	utig4-688+	HAPLOTYPE2
haplotype2_unused_utig4-689	utig4-689+	HAPLOTYPE2
haplotype2_unused_utig4-690	utig4-690+	HAPLOTYPE2
haplotype2_unused_utig4-691	utig4-691+	HAPLOTYPE2
haplotype2_unused_utig4-716	utig4-716+	HAPLOTYPE2
haplotype2_unused_utig4-83	utig4-83+	HAPLOTYPE2
haplotype2_unused_utig4-84	utig4-84+	HAPLOTYPE2
haplotype2_unused_utig4-85	utig4-85+	HAPLOTYPE2
haplotype2_unused_utig4-86	utig4-86+	HAPLOTYPE2
haplotype2_unused_utig4-87	utig4-87+	HAPLOTYPE2
haplotype2_unused_utig4-886	utig4-886+	HAPLOTYPE2
na_unused_utig4-0	utig4-0+	NA
na_unused_utig4-1	utig4-1+	NA
na_unused_utig4-100	utig4-100+	NA
na_unused_utig4-1008	utig4-1008+	NA
na_unused_utig4-1009	utig4-1009+	NA
na_unused_utig4-101	utig4-101+	NA
na_unused_utig4-1010	utig4-1010+	NA
na_unused_utig4-1011	utig4-1011+	NA
na_unused_utig4-1017	utig4-1017+	NA
na_unused_utig4-102	utig4-102+	NA
na_unused_utig4-103	utig4-103+	NA
na_unused_utig4-1033	utig4-1033+	NA
na_unused_utig4-104	utig4-104+	NA
na_unused_utig4-105	utig4-105+	NA
na_unused_utig4-1058	utig4-1058+	NA
na_unused_utig4-106	utig4-106+	NA
na_unused_utig4-1062	utig4-1062+	NA
na_unused_utig4-107	utig4-107+	NA
na_unused_utig4-1079	utig4-1079+	NA
na_unused_utig4-108	utig4-108+	NA
na_unused_utig4-1080	utig4-1080+	NA
na_unused_utig4-1081	utig4-1081+	NA
na_unused_utig4-109	utig4-109+	NA
na_unused_utig4-1097	utig4-1097+	NA
na_unused_utig4-1098	utig4-1098+	NA
na_unused_utig4-1099	utig4-1099+	NA
na_unused_utig4-11	utig4-11+	NA
na_unused_utig4-110	utig4-110+	NA
na_unused_utig4-1100	utig4-1100+	NA
na_unused_utig4-1107	utig4-1107+	NA
na_unused_utig4-1108	utig4-1108+	NA
na_unused_utig4-1109	utig4-1109+	NA
na_unused_utig4-111	utig4-111+	NA
na_unused_utig4-1110	utig4-1110+	NA
na_unused_utig4-1113	utig4-1113+	NA
na_unused_utig4-1114	utig4-1114+	NA
na_unused_utig4-1115	utig4-1115+	NA
na_unused_utig4-1116	utig4-1116+	NA
na_unused_utig4-1117	utig4-1117+	NA
na_unused_utig4-112	utig4-112+	NA
na_unused_utig4-1124	utig4-1124+	NA
na_unused_utig4-1125	utig4-1125+	NA
na_unused_utig4-1127	utig4-1127+	NA
na_unused_utig4-1128	utig4-1128+	NA
na_unused_utig4-1129	utig4-1129+	NA
na_unused_utig4-113	utig4-113+	NA
na_unused_utig4-1135	utig4-1135+	NA
na_unused_utig4-1136	utig4-1136+	NA
na_unused_utig4-114	utig4-114+	NA
na_unused_utig4-115	utig4-115+	NA
na_unused_utig4-116	utig4-116+	NA
na_unused_utig4-1168	utig4-1168+	NA
na_unused_utig4-1169	utig4-1169+	NA
na_unused_utig4-117	utig4-117+	NA
na_unused_utig4-1170	utig4-1170+	NA
na_unused_utig4-1171	utig4-1171+	NA
na_unused_utig4-1172	utig4-1172+	NA
na_unused_utig4-1173	utig4-1173+	NA
na_unused_utig4-118	utig4-118+	NA
na_unused_utig4-1193	utig4-1193+	NA
na_unused_utig4-1194	utig4-1194+	NA
na_unused_utig4-12	utig4-12+	NA
na_unused_utig4-120	utig4-120+	NA
na_unused_utig4-1206	utig4-1206+	NA
na_unused_utig4-121	utig4-121+	NA
na_unused_utig4-122	utig4-122+	NA
na_unused_utig4-1222	utig4-1222+	NA
na_unused_utig4-1226	utig4-1226+	NA
na_unused_utig4-123	utig4-123+	NA
na_unused_utig4-124	utig4-124+	NA
na_unused_utig4-1246	utig4-1246+	NA
na_unused_utig4-125	utig4-125+	NA
na_unused_utig4-1254	utig4-1254+	NA
na_unused_utig4-1255	utig4-1255+	NA
na_unused_utig4-126	utig4-126+	NA
na_unused_utig4-127	utig4-127+	NA
na_unused_utig4-128	utig4-128+	NA
na_unused_utig4-1281	utig4-1281+	NA
na_unused_utig4-129	utig4-129+	NA
na_unused_utig4-1292	utig4-1292+	NA
na_unused_utig4-1294	utig4-1294+	NA
na_unused_utig4-1296	utig4-1296+	NA
na_unused_utig4-130	utig4-130+	NA
na_unused_utig4-1301	utig4-1301+	NA
na_unused_utig4-1302	utig4-1302+	NA
na_unused_utig4-131	utig4-131+	NA
na_unused_utig4-1323	utig4-1323+	NA
na_unused_utig4-1324	utig4-1324+	NA
na_unused_utig4-1343	utig4-1343+	NA
na_unused_utig4-1348	utig4-1348+	NA
na_unused_utig4-1349	utig4-1349+	NA
na_unused_utig4-1352	utig4-1352+	NA
na_unused_utig4-1359	utig4-1359+	NA
na_unused_utig4-1361	utig4-1361+	NA
na_unused_utig4-1362	utig4-1362+	NA
na_unused_utig4-1363	utig4-1363+	NA
na_unused_utig4-1364	utig4-1364+	NA
na_unused_utig4-1366	utig4-1366+	NA
na_unused_utig4-1367	utig4-1367+	NA
na_unused_utig4-1368	utig4-1368+	NA
na_unused_utig4-1369	utig4-1369+	NA
na_unused_utig4-137	utig4-137+	NA
na_unused_utig4-1370	utig4-1370+	NA
na_unused_utig4-1372	utig4-1372+	NA
na_unused_utig4-1373	utig4-1373+	NA
na_unused_utig4-1374	utig4-1374+	NA
na_unused_utig4-1375	utig4-1375+	NA
na_unused_utig4-138	utig4-138+	NA
na_unused_utig4-1382	utig4-1382+	NA
na_unused_utig4-1386	utig4-1386+	NA
na_unused_utig4-1387	utig4-1387+	NA
na_unused_utig4-139	utig4-139+	NA
na_unused_utig4-1395	utig4-1395+	NA
na_unused_utig4-14	utig4-14+	NA
na_unused_utig4-141	utig4-141+	NA
na_unused_utig4-1411	utig4-1411+	NA
na_unused_utig4-1415	utig4-1415+	NA
na_unused_utig4-1416	utig4-1416+	NA
na_unused_utig4-1418	utig4-1418+	NA
na_unused_utig4-1419	utig4-1419+	NA
na_unused_utig4-142	utig4-142+	NA
na_unused_utig4-1421	utig4-1421+	NA
na_unused_utig4-1422	utig4-1422+	NA
na_unused_utig4-1424	utig4-1424+	NA
na_unused_utig4-1435	utig4-1435+	NA
na_unused_utig4-1436	utig4-1436+	NA
na_unused_utig4-1437	utig4-1437+,[N6630N:scaffold],utig4-1466-	NA
na_unused_utig4-1438	utig4-1438+	NA
na_unused_utig4-1439	utig4-1439+	NA
na_unused_utig4-144	utig4-144+	NA
na_unused_utig4-1440	utig4-1440+	NA
na_unused_utig4-1442	utig4-1442+	NA
na_unused_utig4-1443	utig4-1443+	NA
na_unused_utig4-1467	utig4-1467+	NA
na_unused_utig4-1469	utig4-1469+	NA
na_unused_utig4-1470	utig4-1470+	NA
na_unused_utig4-1471	utig4-1471+	NA
na_unused_utig4-1472	utig4-1472+	NA
na_unused_utig4-1473	utig4-1473+	NA
na_unused_utig4-1475	utig4-1475+	NA
na_unused_utig4-1476	utig4-1476+	NA
na_unused_utig4-1477	utig4-1477+	NA
na_unused_utig4-1478	utig4-1478+	NA
na_unused_utig4-1479	utig4-1479+	NA
na_unused_utig4-148	utig4-148+	NA
na_unused_utig4-1480	utig4-1480+	NA
na_unused_utig4-1481	utig4-1481+	NA
na_unused_utig4-1482	utig4-1482+	NA
na_unused_utig4-1483	utig4-1483+	NA
na_unused_utig4-1485	utig4-1485+	NA
na_unused_utig4-1486	utig4-1486+	NA
na_unused_utig4-1487	utig4-1487+	NA
na_unused_utig4-1488	utig4-1488+	NA
na_unused_utig4-1489	utig4-1489+	NA
na_unused_utig4-1490	utig4-1490+	NA
na_unused_utig4-1491	utig4-1491+	NA
na_unused_utig4-1492	utig4-1492+	NA
na_unused_utig4-1493	utig4-1493+	NA
na_unused_utig4-15	utig4-15+	NA
na_unused_utig4-150	utig4-150+	NA
na_unused_utig4-16	utig4-16+	NA
na_unused_utig4-17	utig4-17+	NA
na_unused_utig4-18	utig4-18+	NA
na_unused_utig4-19	utig4-19+	NA
na_unused_utig4-2	utig4-2+	NA
na_unused_utig4-20	utig4-20+	NA
na_unused_utig4-21	utig4-21+	NA
na_unused_utig4-210	utig4-210+	NA
na_unused_utig4-22	utig4-22+	NA
na_unused_utig4-23	utig4-23+	NA
na_unused_utig4-24	utig4-24+	NA
na_unused_utig4-243	utig4-243+	NA
na_unused_utig4-255	utig4-255+	NA
na_unused_utig4-264	utig4-264+	NA
na_unused_utig4-269	utig4-269+	NA
na_unused_utig4-273	utig4-273+	NA
na_unused_utig4-274	utig4-274+	NA
na_unused_utig4-275	utig4-275+	NA
na_unused_utig4-276	utig4-276+	NA
na_unused_utig4-277	utig4-277+	NA
na_unused_utig4-278	utig4-278+	NA
na_unused_utig4-280	utig4-280+	NA
na_unused_utig4-281	utig4-281+	NA
na_unused_utig4-282	utig4-282+	NA
na_unused_utig4-283	utig4-283+	NA
na_unused_utig4-284	utig4-284+	NA
na_unused_utig4-285	utig4-285+	NA
na_unused_utig4-287	utig4-287+	NA
na_unused_utig4-288	utig4-288+	NA
na_unused_utig4-289	utig4-289+	NA
na_unused_utig4-290	utig4-290+	NA
na_unused_utig4-291	utig4-291+	NA
na_unused_utig4-292	utig4-292+	NA
na_unused_utig4-293	utig4-293+	NA
na_unused_utig4-3	utig4-3+	NA
na_unused_utig4-303	utig4-303+	NA
na_unused_utig4-312	utig4-312+	NA
na_unused_utig4-334	utig4-334+	NA
na_unused_utig4-335	utig4-335+	NA
na_unused_utig4-344	utig4-344+	NA
na_unused_utig4-345	utig4-345+	NA
na_unused_utig4-349	utig4-349+	NA
na_unused_utig4-35	utig4-35+	NA
na_unused_utig4-350	utig4-350+	NA
na_unused_utig4-351	utig4-351+	NA
na_unused_utig4-352	utig4-352+	NA
na_unused_utig4-354	utig4-354+	NA
na_unused_utig4-356	utig4-356+	NA
na_unused_utig4-357	utig4-357+	NA
na_unused_utig4-36	utig4-36+	NA
na_unused_utig4-361	utig4-361+	NA
na_unused_utig4-369	utig4-369+	NA
na_unused_utig4-37	utig4-37+	NA
na_unused_utig4-370	utig4-370+	NA
na_unused_utig4-371	utig4-371+	NA
na_unused_utig4-372	utig4-372+	NA
na_unused_utig4-38	utig4-38+	NA
na_unused_utig4-385	utig4-385+	NA
na_unused_utig4-386	utig4-386+	NA
na_unused_utig4-387	utig4-387+	NA
na_unused_utig4-388	utig4-388+	NA
na_unused_utig4-390	utig4-390+	NA
na_unused_utig4-391	utig4-391+	NA
na_unused_utig4-395	utig4-395+	NA
na_unused_utig4-397	utig4-397+	NA
na_unused_utig4-398	utig4-398+	NA
na_unused_utig4-4	utig4-4+	NA
na_unused_utig4-400	utig4-400+	NA
na_unused_utig4-406	utig4-406+	NA
na_unused_utig4-407	utig4-407+	NA
na_unused_utig4-408	utig4-408+	NA
na_unused_utig4-409	utig4-409+	NA
na_unused_utig4-425	utig4-425+	NA
na_unused_utig4-426	utig4-426+	NA
na_unused_utig4-427	utig4-427+	NA
na_unused_utig4-428	utig4-428+	NA
na_unused_utig4-429	utig4-429+	NA
na_unused_utig4-430	utig4-430+	NA
na_unused_utig4-431	utig4-431+	NA
na_unused_utig4-432	utig4-432+	NA
na_unused_utig4-433	utig4-433+	NA
na_unused_utig4-434	utig4-434+	NA
na_unused_utig4-435	utig4-435+	NA
na_unused_utig4-436	utig4-436+	NA
na_unused_utig4-437	utig4-437+	NA
na_unused_utig4-438	utig4-438+	NA
na_unused_utig4-439	utig4-439+	NA
na_unused_utig4-440	utig4-440+	NA
na_unused_utig4-441	utig4-441+	NA
na_unused_utig4-442	utig4-442+	NA
na_unused_utig4-443	utig4-443+	NA
na_unused_utig4-444	utig4-444+	NA
na_unused_utig4-445	utig4-445+	NA
na_unused_utig4-45	utig4-45+	NA
na_unused_utig4-450	utig4-450+	NA
na_unused_utig4-451	utig4-451+	NA
na_unused_utig4-455	utig4-455+	NA
na_unused_utig4-462	utig4-462+	NA
na_unused_utig4-468	utig4-468+	NA
na_unused_utig4-469	utig4-469+	NA
na_unused_utig4-470	utig4-470+	NA
na_unused_utig4-473	utig4-473+	NA
na_unused_utig4-474	utig4-474+	NA
na_unused_utig4-475	utig4-475+	NA
na_unused_utig4-49	utig4-49+	NA
na_unused_utig4-492	utig4-492+	NA
na_unused_utig4-493	utig4-493+	NA
na_unused_utig4-494	utig4-494+	NA
na_unused_utig4-495	utig4-495+	NA
na_unused_utig4-496	utig4-496+	NA
na_unused_utig4-5	utig4-5+	NA
na_unused_utig4-500	utig4-500+	NA
na_unused_utig4-501	utig4-501+	NA
na_unused_utig4-503	utig4-503+	NA
na_unused_utig4-509	utig4-509+	NA
na_unused_utig4-510	utig4-510+	NA
na_unused_utig4-511	utig4-511+	NA
na_unused_utig4-512	utig4-512+	NA
na_unused_utig4-513	utig4-513+	NA
na_unused_utig4-514	utig4-514+	NA
na_unused_utig4-515	utig4-515+	NA
na_unused_utig4-516	utig4-516+	NA
na_unused_utig4-521	utig4-521+	NA
na_unused_utig4-522	utig4-522+	NA
na_unused_utig4-523	utig4-523+	NA
na_unused_utig4-524	utig4-524+	NA
na_unused_utig4-525	utig4-525+	NA
na_unused_utig4-526	utig4-526+	NA
na_unused_utig4-527	utig4-527+	NA
na_unused_utig4-528	utig4-528+	NA
na_unused_utig4-529	utig4-529+	NA
na_unused_utig4-530	utig4-530+	NA
na_unused_utig4-531	utig4-531+	NA
na_unused_utig4-532	utig4-532+	NA
na_unused_utig4-533	utig4-533+	NA
na_unused_utig4-534	utig4-534+	NA
na_unused_utig4-535	utig4-535+	NA
na_unused_utig4-536	utig4-536+	NA
na_unused_utig4-537	utig4-537+	NA
na_unused_utig4-54	utig4-54+	NA
na_unused_utig4-55	utig4-55+	NA
na_unused_utig4-56	utig4-56+	NA
na_unused_utig4-57	utig4-57+	NA
na_unused_utig4-570	utig4-570+	NA
na_unused_utig4-572	utig4-572+	NA
na_unused_utig4-573	utig4-573+	NA
na_unused_utig4-575	utig4-575+	NA
na_unused_utig4-576	utig4-576+	NA
na_unused_utig4-577	utig4-577+	NA
na_unused_utig4-58	utig4-58+	NA
na_unused_utig4-581	utig4-581+	NA
na_unused_utig4-589	utig4-589+	NA
na_unused_utig4-590	utig4-590+	NA
na_unused_utig4-594	utig4-594+	NA
na_unused_utig4-596	utig4-596+	NA
na_unused_utig4-597	utig4-597+	NA
na_unused_utig4-598	utig4-598+	NA
na_unused_utig4-599	utig4-599+	NA
na_unused_utig4-6	utig4-6+	NA
na_unused_utig4-60	utig4-60+	NA
na_unused_utig4-61	utig4-61+	NA
na_unused_utig4-62	utig4-62+	NA
na_unused_utig4-624	utig4-624+	NA
na_unused_utig4-625	utig4-625+	NA
na_unused_utig4-63	utig4-63+	NA
na_unused_utig4-635	utig4-635+	NA
na_unused_utig4-636	utig4-636+	NA
na_unused_utig4-637	utig4-637+	NA
na_unused_utig4-638	utig4-638+	NA
na_unused_utig4-639	utig4-639+	NA
na_unused_utig4-640	utig4-640+	NA
na_unused_utig4-641	utig4-641+	NA
na_unused_utig4-642	utig4-642+	NA
na_unused_utig4-643	utig4-643+	NA
na_unused_utig4-652	utig4-652+	NA
na_unused_utig4-657	utig4-657+	NA
na_unused_utig4-658	utig4-658+	NA
na_unused_utig4-659	utig4-659+	NA
na_unused_utig4-660	utig4-660+	NA
na_unused_utig4-661	utig4-661+	NA
na_unused_utig4-662	utig4-662+	NA
na_unused_utig4-663	utig4-663+	NA
na_unused_utig4-664	utig4-664+	NA
na_unused_utig4-665	utig4-665+	NA
na_unused_utig4-666	utig4-666+	NA
na_unused_utig4-692	utig4-692+	NA
na_unused_utig4-693	utig4-693+	NA
na_unused_utig4-695	utig4-695+	NA
na_unused_utig4-7	utig4-7+	NA
na_unused_utig4-705	utig4-705+	NA
na_unused_utig4-706	utig4-706+	NA
na_unused_utig4-707	utig4-707+	NA
na_unused_utig4-708	utig4-708+	NA
na_unused_utig4-71	utig4-71+	NA
na_unused_utig4-710	utig4-710+	NA
na_unused_utig4-711	utig4-711+	NA
na_unused_utig4-712	utig4-712+	NA
na_unused_utig4-713	utig4-713+	NA
na_unused_utig4-714	utig4-714+	NA
na_unused_utig4-725	utig4-725+	NA
na_unused_utig4-726	utig4-726+	NA
na_unused_utig4-727	utig4-727+	NA
na_unused_utig4-728	utig4-728+	NA
na_unused_utig4-729	utig4-729+	NA
na_unused_utig4-75	utig4-75+	NA
na_unused_utig4-759	utig4-759+	NA
na_unused_utig4-77	utig4-77+	NA
na_unused_utig4-773	utig4-773+	NA
na_unused_utig4-78	utig4-78+	NA
na_unused_utig4-783	utig4-783+	NA
na_unused_utig4-784	utig4-784+	NA
na_unused_utig4-785	utig4-785+	NA
na_unused_utig4-799	utig4-799+	NA
na_unused_utig4-8	utig4-8+	NA
na_unused_utig4-80	utig4-80+	NA
na_unused_utig4-808	utig4-808+	NA
na_unused_utig4-809	utig4-809+	NA
na_unused_utig4-81	utig4-81+	NA
na_unused_utig4-810	utig4-810+	NA
na_unused_utig4-811	utig4-811+	NA
na_unused_utig4-815	utig4-815+	NA
na_unused_utig4-82	utig4-82+	NA
na_unused_utig4-821	utig4-821+	NA
na_unused_utig4-822	utig4-822+	NA
na_unused_utig4-824	utig4-824+	NA
na_unused_utig4-825	utig4-825+	NA
na_unused_utig4-826	utig4-826+	NA
na_unused_utig4-874	utig4-874+	NA
na_unused_utig4-878	utig4-878+	NA
na_unused_utig4-887	utig4-887+	NA
na_unused_utig4-89	utig4-89+	NA
na_unused_utig4-9	utig4-9+	NA
na_unused_utig4-90	utig4-90+	NA
na_unused_utig4-900	utig4-900+	NA
na_unused_utig4-91	utig4-91+	NA
na_unused_utig4-92	utig4-92+	NA
na_unused_utig4-920	utig4-920+	NA
na_unused_utig4-939	utig4-939+	NA
na_unused_utig4-942	utig4-942+	NA
na_unused_utig4-943	utig4-943+	NA
na_unused_utig4-944	utig4-944+	NA
na_unused_utig4-96	utig4-96+	NA
na_unused_utig4-98	utig4-98+	NA
na_unused_utig4-99	utig4-99+	NA
na_unused_utig4-993	utig4-993+	NA
